iter	Logloss
436	0.3543576373
437	0.3543537888
438	0.3543491232
439	0.3543466796
440	0.3543441803
441	0.3543408822
442	0.3543366405
443	0.3543268372
444	0.3543225314
445	0.3543187565
446	0.3543137717
447	0.3543097144
448	0.3543053616
449	0.3543017577
450	0.354296855
451	0.354293129
452	0.3542894871
453	0.3542849362
454	0.3542811204
455	0.3542769363
456	0.3542722023
457	0.3542680682
458	0.3542652057
459	0.3542608357
460	0.3542566378
461	0.3542513493
462	0.354248258
463	0.3542445472
464	0.3542405922
465	0.3542350891
466	0.3542297585
467	0.3542253017
468	0.354221207
469	0.354217148
470	0.3542132059
471	0.3542100468
472	0.3542065501
473	0.3542021695
474	0.3541953365
475	0.3541909569
476	0.3541843518
477	0.3541808444
478	0.3541777496
479	0.3541737254
480	0.3541694655
481	0.3541654404
482	0.3541596639
483	0.3541544503
484	0.3541513429
485	0.3541482569
486	0.3541438002
487	0.354140262
488	0.3541363973
489	0.3541330582
490	0.3541295119
491	0.3541236184
492	0.3541207361
493	0.3541172326
494	0.354113902
495	0.3541104767
496	0.354106029
497	0.3541018032
498	0.3540973159
499	0.354095557
500	0.3540917054
501	0.3540872292
502	0.3540838519
503	0.3540802513
504	0.3540770126
505	0.3540729477
506	0.3540699393
507	0.3540654429
508	0.3540612726
509	0.3540579998
510	0.3540554445
511	0.3540522339
512	0.3540481252
513	0.3540456944
514	0.3540411612
515	0.3540358656
516	0.3540314515
517	0.3540281584
518	0.3540242741
519	0.354019043
520	0.3540158236
521	0.3540109111
522	0.3540077181
523	0.3540043273
524	0.3539992007
525	0.3539952204
526	0.3539903913
527	0.3539870067
528	0.3539834867
529	0.3539786908
530	0.3539748987
531	0.3539720959
532	0.3539683904
533	0.3539650584
534	0.3539610068
535	0.3539585595
536	0.3539542113
537	0.3539510969
538	0.3539469597
539	0.3539436867
540	0.353939352
541	0.3539357659
542	0.3539324284
543	0.3539293587
544	0.3539256578
545	0.3539214586
546	0.3539161829
547	0.353912164
548	0.3539092042
549	0.35390641
550	0.3539032092
551	0.3539010312
552	0.3538979959
553	0.3538950757
554	0.3538910621
555	0.3538866976
556	0.3538830053
557	0.353879776
558	0.353876507
559	0.353873137
560	0.3538695428
561	0.3538648288
562	0.3538611781
563	0.3538578337
564	0.3538542092
565	0.3538503399
566	0.3538471411
567	0.3538422022
568	0.353838452
569	0.3538334272
570	0.3538307045
571	0.3538271792
572	0.3538243049
573	0.35382098
574	0.3538172443
575	0.353813183
576	0.3538096107
577	0.3538066789
578	0.3538029667
579	0.3537994017
580	0.3537968966
581	0.3537936298
582	0.3537895622
583	0.3537847008
584	0.3537804848
585	0.3537777169
586	0.3537726553
587	0.3537680292
588	0.3537649405
589	0.3537609256
590	0.3537573458
591	0.3537541739
592	0.3537501307
593	0.3537460376
594	0.35374287
595	0.3537394232
596	0.3537334034
597	0.3537297207
598	0.353725557
599	0.3537215007
600	0.3537191371
601	0.3537159004
602	0.3537125974
603	0.353710477
604	0.3537060025
605	0.3537018387
606	0.3536976776
607	0.3536939557
608	0.3536891419
609	0.3536855071
610	0.3536828168
611	0.3536792906
612	0.3536763573
613	0.3536708263
614	0.3536660455
615	0.3536622008
616	0.3536586486
617	0.3536542804
618	0.3536509191
619	0.3536472521
620	0.3536433694
621	0.3536406892
622	0.3536363472
623	0.3536315069
624	0.3536283599
625	0.3536245287
626	0.3536213771
627	0.353617597
628	0.3536133745
629	0.3536103543
630	0.3536052062
631	0.3536022524
632	0.3535989051
633	0.3535952399
634	0.3535919433
635	0.3535877891
636	0.3535835466
637	0.3535773416
638	0.3535755465
639	0.3535728935
640	0.353568942
641	0.3535659721
642	0.3535626632
643	0.3535591887
644	0.3535533239
645	0.353549321
646	0.3535456737
647	0.3535424324
648	0.3535379122
649	0.3535330168
650	0.3535292928
651	0.3535255392
652	0.3535211251
653	0.3535170039
654	0.3535143687
655	0.3535090627
656	0.3535063219
657	0.3535019018
658	0.3534975001
659	0.3534943057
660	0.3534897819
661	0.3534870194
662	0.3534839765
663	0.3534802466
664	0.3534763059
665	0.3534719581
666	0.3534704345
667	0.3534687727
668	0.353464497
669	0.3534578842
670	0.3534519899
671	0.3534501069
672	0.353448006
673	0.3534436872
674	0.3534399374
675	0.3534363713
676	0.3534347755
677	0.3534321286
678	0.3534277577
679	0.3534242488
680	0.3534210783
681	0.3534171991
682	0.3534142237
683	0.3534124228
684	0.3534100014
685	0.3534061082
686	0.3534031022
687	0.3534002578
688	0.3533965122
689	0.3533924509
690	0.3533888388
691	0.3533864791
692	0.3533831524
693	0.3533804229
694	0.353377886
695	0.3533739183
696	0.3533703119
697	0.3533666004
698	0.3533635907
699	0.3533613141
700	0.3533571799
701	0.3533547113
702	0.3533526191
703	0.3533492087
704	0.3533446358
705	0.3533403481
706	0.3533369016
707	0.3533331333
708	0.3533301099
709	0.3533270526
710	0.3533230674
711	0.35332005
712	0.3533176544
713	0.3533155386
714	0.3533118951
715	0.3533082965
716	0.3533035953
717	0.3532992428
718	0.3532962635
719	0.3532920412
720	0.3532904794
721	0.3532874803
722	0.3532846
723	0.3532806791
724	0.3532759819
725	0.3532729819
726	0.3532688531
727	0.3532646439
728	0.3532619152
729	0.3532559958
730	0.3532552079
731	0.353252059
732	0.3532475282
733	0.3532459286
734	0.3532421012
735	0.3532399349
736	0.3532369108
737	0.3532348766
738	0.3532306938
739	0.353227998
740	0.353225205
741	0.3532233045
742	0.3532203778
743	0.3532176084
744	0.353214732
745	0.3532107495
746	0.3532080012
747	0.3532044541
748	0.3531997568
749	0.3531966113
750	0.3531941301
751	0.3531906453
752	0.3531871987
753	0.3531837075
754	0.3531813449
755	0.3531784388
756	0.353174264
757	0.353171372
758	0.3531693632
759	0.3531663656
760	0.3531625842
761	0.3531596032
762	0.3531558298
763	0.3531516809
764	0.3531477782
765	0.3531446324
766	0.3531419497
767	0.353137604
768	0.3531326646
769	0.3531271991
770	0.3531241535
771	0.3531209145
772	0.3531181384
773	0.3531138996
774	0.3531097423
775	0.3531060161
776	0.3531021235
777	0.3530982786
778	0.3530958674
779	0.3530912941
780	0.3530886813
781	0.3530854847
782	0.3530824709
783	0.353078044
784	0.3530756945
785	0.3530736333
786	0.3530697097
787	0.3530672108
788	0.3530642168
789	0.3530606624
790	0.3530571405
791	0.3530530599
792	0.3530494816
793	0.3530462578
794	0.3530419205
795	0.3530382904
796	0.3530350175
797	0.3530315507
798	0.3530293962
799	0.3530266955
800	0.3530238535
801	0.3530193562
802	0.3530167445
803	0.3530131992
804	0.3530096586
805	0.3530058094
806	0.353002145
807	0.3529986513
808	0.3529951707
809	0.3529912551
810	0.3529883328
811	0.3529851965
812	0.3529825065
813	0.352979078
814	0.3529773107
815	0.352974603
816	0.3529712291
817	0.3529675403
818	0.3529639681
819	0.3529606672
820	0.352955765
821	0.3529541418
822	0.352951796
823	0.3529479084
824	0.3529424575
825	0.3529412931
826	0.3529373177
827	0.3529336278
828	0.3529309514
829	0.3529264015
830	0.3529224701
831	0.3529189784
832	0.3529160961
833	0.3529129771
834	0.3529092387
835	0.3529051078
836	0.352900455
837	0.3528986338
838	0.3528955201
839	0.3528932583
840	0.3528905617
841	0.3528870578
842	0.3528838528
843	0.3528811023
844	0.3528778316
845	0.3528734375
846	0.3528717324
847	0.3528684445
848	0.3528652963
849	0.3528615682
850	0.3528581159
851	0.3528542643
852	0.3528512724
853	0.3528480692
854	0.3528441025
855	0.3528405062
856	0.3528365175
857	0.3528327261
858	0.3528305935
859	0.352826375
860	0.3528225705
861	0.3528196064
862	0.3528163936
863	0.3528117563
864	0.352808073
865	0.3528043312
866	0.3528018438
867	0.35279881
868	0.3527953355
869	0.35279158
870	0.3527868114
871	0.3527838251
872	0.3527789395
873	0.3527753122
874	0.3527724612
875	0.3527684401
876	0.3527652866
877	0.3527638607
878	0.352759953
879	0.3527555897
880	0.3527528712
881	0.3527491355
882	0.3527456594
883	0.3527429032
884	0.3527396387
885	0.3527349342
886	0.3527311596
887	0.3527273256
888	0.3527250596
889	0.352721321
890	0.3527184725
891	0.352715552
892	0.3527125965
893	0.3527097431
894	0.3527067667
895	0.3527028454
896	0.3526995845
897	0.3526964751
898	0.3526937906
899	0.3526906401
900	0.3526893476
901	0.3526865654
902	0.3526834904
903	0.3526802932
904	0.3526770513
905	0.3526747673
906	0.3526722785
907	0.3526694701
908	0.3526669005
909	0.3526636178
910	0.3526605769
911	0.3526567526
912	0.3526540083
913	0.3526507585
914	0.3526474376
915	0.3526439192
916	0.3526426038
917	0.3526369295
918	0.35263309
919	0.3526294143
920	0.3526247776
921	0.3526213682
922	0.3526185408
923	0.3526154885
924	0.3526124708
925	0.3526080141
926	0.352604935
927	0.3526029948
928	0.3525996281
929	0.3525961705
930	0.3525938092
931	0.3525910571
932	0.3525869764
933	0.3525832106
934	0.352580188
935	0.3525771542
936	0.3525733146
937	0.3525702676
938	0.35256722
939	0.3525641245
940	0.3525602671
941	0.3525573148
942	0.3525544885
943	0.3525514545
944	0.3525490288
945	0.35254647
946	0.3525439174
947	0.3525408936
948	0.3525391844
949	0.3525361211
950	0.3525326346
951	0.3525293317
952	0.3525253951
953	0.3525219542
954	0.3525183261
955	0.3525142748
956	0.3525106708
957	0.3525070407
958	0.3525023119
959	0.352498239
960	0.3524939324
961	0.3524899635
962	0.3524864814
963	0.3524817347
964	0.3524788546
965	0.3524757413
966	0.3524723547
967	0.3524698792
968	0.3524666323
969	0.3524638711
970	0.3524603805
971	0.3524566073
972	0.3524532575
973	0.3524503339
974	0.352447165
975	0.3524430795
976	0.352440042
977	0.3524370206
978	0.3524347955
979	0.3524324603
980	0.3524284938
981	0.3524253185
982	0.3524218461
983	0.3524197723
984	0.3524159946
985	0.3524130964
986	0.3524094777
987	0.3524066035
988	0.3524038861
989	0.3523998319
990	0.3523970812
991	0.352394592
992	0.3523910237
993	0.3523883272
994	0.3523855907
995	0.3523817968
996	0.3523785785
997	0.3523759664
998	0.3523721273
999	0.3523691058
